order_id,product_id,order_date,qty,region,customer_type,base_price,unit_price,discount_pct,order_value,order_month,category,is_on_sale,sale_event,day_of_week,calc_order_value
793,SKU0002,2025-05-26,2,Eastern Cape,Individual,24999,23857.87,4.56,47715.74,2025-05,Computers & Laptops,false,,Monday,47715.74
794,SKU0013,2025-05-31,1,Gauteng,Business,8999,7696.29,14.48,7696.29,2025-05,Mobile & Smartphones,false,,Saturday,7696.29
795,SKU0013,2025-05-31,1,Western Cape,Individual,8999,7585.82,15.7,7585.82,2025-05,Mobile & Smartphones,false,,Saturday,7585.82
796,SKU0030,2025-06-10,1,Eastern Cape,Individual,12999,11306.64,13.02,11306.64,2025-06,Wearables & Smart Devices,false,,Tuesday,11306.64
797,SKU0018,2025-06-10,1,Eastern Cape,Individual,4999,4794.06,4.1,4794.06,2025-06,Accessories & Peripherals,false,,Tuesday,4794.06
798,SKU0011,2025-06-10,3,Gauteng,Individual,18999,16030.13,15.63,48090.4,2025-06,Mobile & Smartphones,false,,Tuesday,48090.4
799,SKU0024,2025-06-10,1,Free State,Individual,14999,12054.24,19.63,12054.24,2025-06,Networking & Storage,false,,Tuesday,12054.24
800,SKU0030,2025-06-30,2,KwaZulu-Natal,Individual,12999,11345.64,12.72,22691.29,2025-06,Wearables & Smart Devices,false,,Monday,22691.29
801,SKU0029,2025-06-30,1,Free State,Business,24999,20378.53,18.48,20378.53,2025-06,Gaming & Entertainment,false,,Monday,20378.53
802,SKU0016,2025-06-30,1,Western Cape,Individual,1299,1060.64,18.35,1060.64,2025-06,Accessories & Peripherals,false,,Monday,1060.64
803,SKU0030,2025-06-30,2,Western Cape,Business,12999,10464.24,19.5,20928.49,2025-06,Wearables & Smart Devices,false,,Monday,20928.49
804,SKU0003,2025-07-05,2,KwaZulu-Natal,Individual,19999,19967.64,0.16,39935.27,2025-07,Computers & Laptops,false,,Saturday,39935.27
805,SKU0022,2025-07-05,1,Eastern Cape,Individual,6999,6811.04,2.69,6811.04,2025-07,Displays & Audio Visual,false,,Saturday,6811.04
806,SKU0009,2025-07-05,1,Western Cape,Individual,24999,22496.08,10.01,22496.08,2025-07,Mobile & Smartphones,false,,Saturday,22496.08
807,SKU0025,2025-07-10,1,Western Cape,Individual,2999,2626.58,12.42,2626.58,2025-07,Networking & Storage,false,,Thursday,2626.58
808,SKU0026,2025-07-10,1,Western Cape,Individual,2535,2149.25,15.22,2149.25,2025-07,Software & Licensing,false,,Thursday,2149.25
809,SKU0026,2025-07-10,2,Free State,Individual,2535,2443.58,3.61,4887.17,2025-07,Software & Licensing,false,,Thursday,4887.17
810,SKU0028,2025-07-10,1,Western Cape,Individual,34999,31072.99,11.22,31072.99,2025-07,Gaming & Entertainment,false,,Thursday,31072.99
811,SKU0027,2025-07-10,1,Western Cape,Individual,4087,3693.56,9.63,3693.56,2025-07,Software & Licensing,false,,Thursday,3693.56
812,SKU0023,2025-07-15,1,Eastern Cape,Individual,6999,5818.06,16.87,5818.06,2025-07,Networking & Storage,false,,Tuesday,5818.06
813,SKU0030,2025-07-25,1,Free State,Individual,12999,10412.25,19.9,10412.25,2025-07,Wearables & Smart Devices,false,,Friday,10412.25
814,SKU0014,2025-07-25,1,Western Cape,Business,23999,21853.85,8.94,21853.85,2025-07,Mobile & Smartphones,false,,Friday,21853.85
815,SKU0015,2025-08-04,1,Gauteng,Individual,8999,8058.53,10.45,8058.53,2025-08,Accessories & Peripherals,false,,Monday,8058.53
816,SKU0020,2025-08-04,1,Free State,Individual,5579,4553.15,18.39,4553.15,2025-08,Displays & Audio Visual,false,,Monday,4553.15
817,SKU0029,2025-08-04,1,Free State,Individual,24999,23929.26,4.28,23929.26,2025-08,Gaming & Entertainment,false,,Monday,23929.26
818,SKU0014,2025-08-04,1,Eastern Cape,Individual,23999,19641.27,18.16,19641.27,2025-08,Mobile & Smartphones,false,,Monday,19641.27
819,SKU0012,2025-08-09,1,Eastern Cape,Individual,28999,23330.81,19.55,23330.81,2025-08,Mobile & Smartphones,false,,Saturday,23330.81
820,SKU0028,2025-08-09,2,Gauteng,Premium,34999,34150.25,2.43,68300.5,2025-08,Gaming & Entertainment,false,,Saturday,68300.5
821,SKU0030,2025-08-09,1,Free State,Individual,12999,10989.12,15.46,10989.12,2025-08,Wearables & Smart Devices,false,,Saturday,10989.12
822,SKU0022,2025-08-09,2,KwaZulu-Natal,Individual,6999,6357.56,9.16,12715.13,2025-08,Displays & Audio Visual,false,,Saturday,12715.13
823,SKU0007,2025-08-14,2,Free State,Individual,17999,17966.46,0.18,35932.93,2025-08,Computers & Laptops,false,,Thursday,35932.93
824,SKU0025,2025-08-14,1,KwaZulu-Natal,Individual,2999,2618.51,12.69,2618.51,2025-08,Networking & Storage,false,,Thursday,2618.51
825,SKU0030,2025-08-14,1,Free State,Individual,12999,10898.16,16.16,10898.16,2025-08,Wearables & Smart Devices,false,,Thursday,10898.16
826,SKU0030,2025-08-14,2,Free State,Individual,12999,10794.26,16.96,21588.52,2025-08,Wearables & Smart Devices,false,,Thursday,21588.52
827,SKU0030,2025-08-19,1,Free State,Individual,12999,10897.65,16.17,10897.65,2025-08,Wearables & Smart Devices,false,,Tuesday,10897.65
828,SKU0027,2025-08-19,1,Western Cape,Individual,4087,3886.08,4.92,3886.08,2025-08,Software & Licensing,false,,Tuesday,3886.08
829,SKU0023,2025-08-19,1,KwaZulu-Natal,Individual,6999,6071.72,13.25,6071.72,2025-08,Networking & Storage,false,,Tuesday,6071.72
830,SKU0014,2025-08-19,3,Western Cape,Business,23999,18215.98,24.1,54647.93,2025-08,Mobile & Smartphones,false,,Tuesday,54647.93
831,SKU0004,2025-08-24,2,Free State,Business,45999,35249.71,23.37,70499.42,2025-08,Computers & Laptops,false,,Sunday,70499.42
832,SKU0008,2025-08-24,1,Eastern Cape,Business,26999,23562.98,12.73,23562.98,2025-08,Computers & Laptops,false,,Sunday,23562.98
833,SKU0023,2025-08-24,2,Free State,Individual,6999,6079.85,13.13,12159.7,2025-08,Networking & Storage,false,,Sunday,12159.7
834,SKU0011,2025-08-24,1,Gauteng,Business,18999,17662.22,7.04,17662.22,2025-08,Mobile & Smartphones,false,,Sunday,17662.22
835,SKU0010,2025-08-29,1,Western Cape,Individual,32999,32761.28,0.72,32761.28,2025-08,Mobile & Smartphones,false,,Friday,32761.28
836,SKU0003,2025-08-29,1,Free State,Individual,19999,18252.63,8.73,18252.63,2025-08,Computers & Laptops,false,,Friday,18252.63
837,SKU0018,2025-08-29,2,Western Cape,Individual,4999,4240.38,15.18,8480.75,2025-08,Accessories & Peripherals,false,,Friday,8480.75
838,SKU0016,2025-08-29,1,Free State,Individual,1299,1064.2,18.08,1064.2,2025-08,Accessories & Peripherals,false,,Friday,1064.2
839,SKU0009,2025-08-29,2,Free State,Individual,24999,20554.74,17.78,41109.48,2025-08,Mobile & Smartphones,false,,Friday,41109.48
840,SKU0011,2025-01-01,1,Gauteng,Business,18999,16789.17,11.63,16789.17,2025-01,Mobile & Smartphones,false,,Wednesday,16789.17
841,SKU0028,2025-01-01,1,Free State,Individual,34999,33549.51,4.14,33549.51,2025-01,Gaming & Entertainment,false,,Wednesday,33549.51
842,SKU0006,2025-01-01,1,Gauteng,Individual,22999,22561.78,1.9,22561.78,2025-01,Computers & Laptops,false,,Wednesday,22561.78
843,SKU0016,2025-01-01,1,Gauteng,Business,1299,1045.24,19.53,1045.24,2025-01,Accessories & Peripherals,false,,Wednesday,1045.24
844,SKU0023,2025-01-06,1,Gauteng,Individual,6999,6786.8,3.03,6786.8,2025-01,Networking & Storage,false,,Monday,6786.8
845,SKU0002,2025-01-06,1,Western Cape,Individual,24999,23039.96,7.84,23039.96,2025-01,Computers & Laptops,false,,Monday,23039.96
846,SKU0025,2025-01-06,1,Western Cape,Individual,2999,2998.99,0,2998.99,2025-01,Networking & Storage,false,,Monday,2998.99
847,SKU0008,2025-01-06,2,Free State,Individual,26999,25777.97,4.52,51555.94,2025-01,Computers & Laptops,false,,Monday,51555.94
848,SKU0027,2025-01-11,1,Eastern Cape,Individual,4087,3838.56,6.08,3838.56,2025-01,Software & Licensing,false,,Saturday,3838.56
849,SKU0015,2025-01-11,2,KwaZulu-Natal,Individual,8999,7686.33,14.59,15372.65,2025-01,Accessories & Peripherals,false,,Saturday,15372.65
850,SKU0021,2025-01-11,3,Eastern Cape,Individual,8999,7805.65,13.26,23416.94,2025-01,Displays & Audio Visual,false,,Saturday,23416.94
851,SKU0029,2025-01-11,1,Western Cape,Individual,24999,20757.04,16.97,20757.04,2025-01,Gaming & Entertainment,false,,Saturday,20757.04
852,SKU0028,2025-01-11,1,Eastern Cape,Individual,34999,32878.54,6.06,32878.54,2025-01,Gaming & Entertainment,false,,Saturday,32878.54
853,SKU0027,2025-01-11,1,KwaZulu-Natal,Individual,4087,3504.5,14.25,3504.5,2025-01,Software & Licensing,false,,Saturday,3504.5
854,SKU0018,2025-02-05,1,Western Cape,Individual,4999,4628.13,7.42,4628.13,2025-02,Accessories & Peripherals,false,,Wednesday,4628.13
855,SKU0015,2025-02-05,1,Western Cape,Individual,8999,7226.45,19.7,7226.45,2025-02,Accessories & Peripherals,false,,Wednesday,7226.45
856,SKU0030,2025-02-05,1,KwaZulu-Natal,Individual,12999,11016.7,15.25,11016.7,2025-02,Wearables & Smart Devices,false,,Wednesday,11016.7
857,SKU0027,2025-02-10,1,Gauteng,Individual,4087,3964.72,2.99,3964.72,2025-02,Software & Licensing,false,,Monday,3964.72
858,SKU0030,2025-02-10,1,Eastern Cape,Business,12999,12145.08,6.57,12145.08,2025-02,Wearables & Smart Devices,false,,Monday,12145.08
859,SKU0028,2025-02-15,1,Free State,Business,34999,28283.95,19.19,28283.95,2025-02,Gaming & Entertainment,false,,Saturday,28283.95
860,SKU0015,2025-02-15,1,Western Cape,Business,8999,7498.38,16.68,7498.38,2025-02,Accessories & Peripherals,false,,Saturday,7498.38
861,SKU0015,2025-02-15,1,Eastern Cape,Individual,8999,8521.47,5.31,8521.47,2025-02,Accessories & Peripherals,false,,Saturday,8521.47
862,SKU0020,2025-02-15,1,Eastern Cape,Business,5579,5155.06,7.6,5155.06,2025-02,Displays & Audio Visual,false,,Saturday,5155.06
863,SKU0025,2025-02-15,1,Gauteng,Individual,2999,2690.79,10.28,2690.79,2025-02,Networking & Storage,false,,Saturday,2690.79
864,SKU0005,2025-02-15,1,Free State,Premium,39999,38917.85,2.7,38917.85,2025-02,Computers & Laptops,false,,Saturday,38917.85
865,SKU0029,2025-02-20,1,Eastern Cape,Individual,24999,20981.57,16.07,20981.57,2025-02,Gaming & Entertainment,false,,Thursday,20981.57
866,SKU0029,2025-02-20,2,Eastern Cape,Individual,24999,24373.4,2.5,48746.8,2025-02,Gaming & Entertainment,false,,Thursday,48746.8
867,SKU0025,2025-02-20,2,Gauteng,Individual,2999,2834.61,5.48,5669.22,2025-02,Networking & Storage,false,,Thursday,5669.22
868,SKU0016,2025-02-20,1,Gauteng,Business,1299,1144.33,11.91,1144.33,2025-02,Accessories & Peripherals,false,,Thursday,1144.33
869,SKU0026,2025-02-25,2,KwaZulu-Natal,Business,2535,1912.14,24.57,3824.28,2025-02,Software & Licensing,false,,Tuesday,3824.28
870,SKU0016,2025-03-02,2,Eastern Cape,Individual,1299,1110.11,14.54,2220.22,2025-03,Accessories & Peripherals,false,,Sunday,2220.22
871,SKU0029,2025-03-02,1,KwaZulu-Natal,Individual,24999,20263.74,18.94,20263.74,2025-03,Gaming & Entertainment,false,,Sunday,20263.74
872,SKU0007,2025-03-02,2,Free State,Business,17999,17008.36,5.5,34016.72,2025-03,Computers & Laptops,false,,Sunday,34016.72
873,SKU0019,2025-03-02,2,Gauteng,Premium,12999,11798.06,9.24,23596.13,2025-03,Displays & Audio Visual,false,,Sunday,23596.13
874,SKU0010,2025-03-07,1,Gauteng,Individual,32999,27606.12,16.34,27606.12,2025-03,Mobile & Smartphones,false,,Friday,27606.12
875,SKU0002,2025-03-07,1,Eastern Cape,Individual,24999,22587.77,9.65,22587.77,2025-03,Computers & Laptops,false,,Friday,22587.77
876,SKU0030,2025-03-07,1,KwaZulu-Natal,Individual,12999,12532.97,3.59,12532.97,2025-03,Wearables & Smart Devices,false,,Friday,12532.97
877,SKU0030,2025-03-07,2,Free State,Business,12999,10491.72,19.29,20983.45,2025-03,Wearables & Smart Devices,false,,Friday,20983.45
878,SKU0016,2025-03-12,1,Western Cape,Business,1299,1009.25,22.31,1009.25,2025-03,Accessories & Peripherals,false,,Wednesday,1009.25
879,SKU0019,2025-03-12,2,Free State,Business,12999,10083.55,22.43,20167.1,2025-03,Displays & Audio Visual,false,,Wednesday,20167.1
880,SKU0017,2025-03-12,1,Free State,Individual,3999,3798.68,5.01,3798.68,2025-03,Accessories & Peripherals,false,,Wednesday,3798.68
881,SKU0030,2025-03-12,1,Gauteng,Individual,12999,10567.41,18.71,10567.41,2025-03,Wearables & Smart Devices,false,,Wednesday,10567.41
882,SKU0012,2025-03-12,1,Western Cape,Individual,28999,28884.19,0.4,28884.19,2025-03,Mobile & Smartphones,false,,Wednesday,28884.19
883,SKU0024,2025-03-12,1,Gauteng,Individual,14999,13940.2,7.06,13940.2,2025-03,Networking & Storage,false,,Wednesday,13940.2
884,SKU0003,2025-03-17,1,KwaZulu-Natal,Individual,19999,19725.6,1.37,19725.6,2025-03,Computers & Laptops,false,,Monday,19725.6
885,SKU0018,2025-03-17,1,Gauteng,Individual,4999,4566.32,8.66,4566.32,2025-03,Accessories & Peripherals,false,,Monday,4566.32
886,SKU0018,2025-03-17,1,KwaZulu-Natal,Individual,4999,4942.43,1.13,4942.43,2025-03,Accessories & Peripherals,false,,Monday,4942.43
887,SKU0029,2025-04-01,1,Western Cape,Individual,24999,20276.95,18.89,20276.95,2025-04,Gaming & Entertainment,false,,Tuesday,20276.95
888,SKU0025,2025-04-01,1,Eastern Cape,Individual,2999,2619.76,12.65,2619.76,2025-04,Networking & Storage,false,,Tuesday,2619.76
889,SKU0027,2025-04-06,2,Gauteng,Individual,4087,3745.05,8.37,7490.11,2025-04,Software & Licensing,false,,Sunday,7490.11
890,SKU0027,2025-04-06,2,Western Cape,Business,4087,3799.79,7.03,7599.58,2025-04,Software & Licensing,false,,Sunday,7599.58
891,SKU0025,2025-04-06,1,KwaZulu-Natal,Individual,2999,2739.88,8.64,2739.88,2025-04,Networking & Storage,false,,Sunday,2739.88
892,SKU0003,2025-04-06,2,Western Cape,Individual,19999,16116.49,19.41,32232.98,2025-04,Computers & Laptops,false,,Sunday,32232.98
893,SKU0025,2025-04-11,1,Western Cape,Individual,2999,2556.42,14.76,2556.42,2025-04,Networking & Storage,false,,Friday,2556.42
894,SKU0010,2025-04-11,2,Eastern Cape,Individual,32999,30374.84,7.95,60749.68,2025-04,Mobile & Smartphones,false,,Friday,60749.68
895,SKU0015,2025-04-16,3,KwaZulu-Natal,Individual,8999,8129.63,9.66,24388.88,2025-04,Accessories & Peripherals,false,,Wednesday,24388.88
896,SKU0030,2025-04-16,2,Free State,Individual,12999,11359.3,12.61,22718.61,2025-04,Wearables & Smart Devices,false,,Wednesday,22718.61
897,SKU0030,2025-04-16,1,Gauteng,Individual,12999,11291.57,13.14,11291.57,2025-04,Wearables & Smart Devices,false,,Wednesday,11291.57
898,SKU0026,2025-04-16,2,Free State,Individual,2535,2228.96,12.07,4457.91,2025-04,Software & Licensing,false,,Wednesday,4457.91
899,SKU0029,2025-04-21,1,Western Cape,Business,24999,23371.15,6.51,23371.15,2025-04,Gaming & Entertainment,false,,Monday,23371.15
900,SKU0026,2025-04-21,3,Western Cape,Individual,2535,2384.27,5.95,7152.82,2025-04,Software & Licensing,false,,Monday,7152.82
901,SKU0026,2025-04-21,2,Eastern Cape,Individual,2535,2231.28,11.98,4462.57,2025-04,Software & Licensing,false,,Monday,4462.57
902,SKU0019,2025-04-21,1,Free State,Individual,12999,12303.81,5.35,12303.81,2025-04,Displays & Audio Visual,false,,Monday,12303.81
903,SKU0012,2025-04-26,1,Eastern Cape,Individual,28999,25078.18,13.52,25078.18,2025-04,Mobile & Smartphones,false,,Saturday,25078.18
904,SKU0007,2025-04-26,2,Eastern Cape,Individual,17999,17991.73,0.04,35983.47,2025-04,Computers & Laptops,false,,Saturday,35983.47
905,SKU0022,2025-04-26,1,KwaZulu-Natal,Individual,6999,6370.37,8.98,6370.37,2025-04,Displays & Audio Visual,false,,Saturday,6370.37
906,SKU0024,2025-04-26,1,Eastern Cape,Individual,14999,12789.54,14.73,12789.54,2025-04,Networking & Storage,false,,Saturday,12789.54
907,SKU0030,2025-04-26,3,Western Cape,Individual,12999,12981.63,0.13,38944.88,2025-04,Wearables & Smart Devices,false,,Saturday,38944.88
908,SKU0030,2025-05-01,2,Eastern Cape,Individual,12999,11471.39,11.75,22942.79,2025-05,Wearables & Smart Devices,false,,Thursday,22942.79
909,SKU0010,2025-05-01,1,Western Cape,Individual,32999,30454.03,7.71,30454.03,2025-05,Mobile & Smartphones,false,,Thursday,30454.03
910,SKU0029,2025-05-06,2,Eastern Cape,Individual,24999,22289.16,10.84,44578.32,2025-05,Gaming & Entertainment,false,,Tuesday,44578.32
911,SKU0018,2025-05-06,1,Western Cape,Business,4999,4023.47,19.51,4023.47,2025-05,Accessories & Peripherals,false,,Tuesday,4023.47
912,SKU0026,2025-05-06,2,Free State,Business,2535,2033.37,19.79,4066.74,2025-05,Software & Licensing,false,,Tuesday,4066.74
913,SKU0026,2025-05-06,2,Gauteng,Individual,2535,2197.85,13.3,4395.7,2025-05,Software & Licensing,false,,Tuesday,4395.7
914,SKU0013,2025-05-06,1,Western Cape,Business,8999,6947.13,22.8,6947.13,2025-05,Mobile & Smartphones,false,,Tuesday,6947.13
915,SKU0024,2025-05-06,1,KwaZulu-Natal,Individual,14999,13697.02,8.68,13697.02,2025-05,Networking & Storage,false,,Tuesday,13697.02
916,SKU0028,2025-05-11,1,Free State,Individual,34999,31958.26,8.69,31958.26,2025-05,Gaming & Entertainment,false,,Sunday,31958.26
917,SKU0007,2025-05-16,1,Gauteng,Individual,17999,15584.7,13.41,15584.7,2025-05,Computers & Laptops,false,,Friday,15584.7
918,SKU0010,2025-05-16,2,Western Cape,Individual,32999,27597.92,16.37,55195.85,2025-05,Mobile & Smartphones,false,,Friday,55195.85
919,SKU0028,2025-05-16,1,Western Cape,Individual,34999,28618.53,18.23,28618.53,2025-05,Gaming & Entertainment,false,,Friday,28618.53
920,SKU0030,2025-05-16,2,Eastern Cape,Individual,12999,12353.27,4.97,24706.54,2025-05,Wearables & Smart Devices,false,,Friday,24706.54
921,SKU0007,2025-05-16,2,Free State,Individual,17999,16469.91,8.5,32939.81,2025-05,Computers & Laptops,false,,Friday,32939.81
922,SKU0026,2025-05-21,1,KwaZulu-Natal,Business,2535,2105.52,16.94,2105.52,2025-05,Software & Licensing,false,,Wednesday,2105.52
923,SKU0030,2025-05-21,1,KwaZulu-Natal,Individual,12999,12788.03,1.62,12788.03,2025-05,Wearables & Smart Devices,false,,Wednesday,12788.03
924,SKU0030,2025-05-21,2,Gauteng,Business,12999,11483.23,11.66,22966.45,2025-05,Wearables & Smart Devices,false,,Wednesday,22966.45
925,SKU0010,2025-05-21,1,Gauteng,Business,32999,27757.08,15.89,27757.08,2025-05,Mobile & Smartphones,false,,Wednesday,27757.08
926,SKU0027,2025-05-26,1,Gauteng,Individual,4087,3582.84,12.34,3582.84,2025-05,Software & Licensing,false,,Monday,3582.84
927,SKU0005,2025-05-26,2,Gauteng,Individual,39999,32633.05,18.42,65266.1,2025-05,Computers & Laptops,false,,Monday,65266.1
928,SKU0027,2025-05-26,1,Western Cape,Individual,4087,3646.97,10.77,3646.97,2025-05,Software & Licensing,false,,Monday,3646.97
929,SKU0007,2025-05-26,1,Free State,Business,17999,14264.66,20.75,14264.66,2025-05,Computers & Laptops,false,,Monday,14264.66
930,SKU0009,2025-05-26,1,Free State,Business,24999,19581,21.67,19581,2025-05,Mobile & Smartphones,false,,Monday,19581
931,SKU0030,2025-06-05,2,Free State,Individual,12999,11848.47,8.85,23696.94,2025-06,Wearables & Smart Devices,false,,Thursday,23696.94
932,SKU0020,2025-06-05,1,Gauteng,Individual,5579,5507.58,1.28,5507.58,2025-06,Displays & Audio Visual,false,,Thursday,5507.58
933,SKU0012,2025-06-10,2,Western Cape,Individual,28999,27252.99,6.02,54505.99,2025-06,Mobile & Smartphones,false,,Tuesday,54505.99
934,SKU0030,2025-06-10,2,Western Cape,Individual,12999,11939.24,8.15,23878.47,2025-06,Wearables & Smart Devices,false,,Tuesday,23878.47
935,SKU0018,2025-06-10,1,Free State,Individual,4999,4234.71,15.29,4234.71,2025-06,Accessories & Peripherals,false,,Tuesday,4234.71
936,SKU0026,2025-06-10,1,Eastern Cape,Individual,2535,2202.83,13.1,2202.83,2025-06,Software & Licensing,false,,Tuesday,2202.83
937,SKU0003,2025-06-10,2,Eastern Cape,Individual,19999,16229.06,18.85,32458.13,2025-06,Computers & Laptops,false,,Tuesday,32458.13
938,SKU0010,2025-06-10,2,Free State,Individual,32999,27680.59,16.12,55361.17,2025-06,Mobile & Smartphones,false,,Tuesday,55361.17
939,SKU0005,2025-06-30,1,KwaZulu-Natal,Individual,39999,37959.99,5.1,37959.99,2025-06,Computers & Laptops,false,,Monday,37959.99
940,SKU0023,2025-06-30,1,KwaZulu-Natal,Individual,6999,5839.19,16.57,5839.19,2025-06,Networking & Storage,false,,Monday,5839.19
941,SKU0001,2025-07-05,1,Gauteng,Individual,28999,26832.66,7.47,26832.66,2025-07,Computers & Laptops,false,,Saturday,26832.66
942,SKU0010,2025-07-05,2,KwaZulu-Natal,Premium,32999,32614.69,1.16,65229.38,2025-07,Mobile & Smartphones,false,,Saturday,65229.38
943,SKU0024,2025-07-05,1,KwaZulu-Natal,Business,14999,13667.5,8.88,13667.5,2025-07,Networking & Storage,false,,Saturday,13667.5
944,SKU0027,2025-07-05,1,Gauteng,Business,4087,3329.32,18.54,3329.32,2025-07,Software & Licensing,false,,Saturday,3329.32
945,SKU0008,2025-07-05,1,Free State,Individual,26999,26133.06,3.21,26133.06,2025-07,Computers & Laptops,false,,Saturday,26133.06
946,SKU0024,2025-07-05,2,KwaZulu-Natal,Individual,14999,12833.36,14.44,25666.71,2025-07,Networking & Storage,false,,Saturday,25666.71
947,SKU0020,2025-07-10,1,Gauteng,Individual,5579,5394.58,3.31,5394.58,2025-07,Displays & Audio Visual,false,,Thursday,5394.58
948,SKU0030,2025-07-10,1,KwaZulu-Natal,Individual,12999,10755.44,17.26,10755.44,2025-07,Wearables & Smart Devices,false,,Thursday,10755.44
949,SKU0023,2025-07-10,1,Free State,Individual,6999,6278.2,10.3,6278.2,2025-07,Networking & Storage,false,,Thursday,6278.2
950,SKU0026,2025-07-10,1,Eastern Cape,Individual,2535,2492.64,1.67,2492.64,2025-07,Software & Licensing,false,,Thursday,2492.64
951,SKU0001,2025-07-10,1,KwaZulu-Natal,Business,28999,23868.27,17.69,23868.27,2025-07,Computers & Laptops,false,,Thursday,23868.27
952,SKU0017,2025-07-20,1,Gauteng,Individual,3999,3829.53,4.24,3829.53,2025-07,Accessories & Peripherals,false,,Sunday,3829.53
953,SKU0018,2025-07-25,2,Free State,Business,4999,4505.37,9.87,9010.74,2025-07,Accessories & Peripherals,false,,Friday,9010.74
954,SKU0029,2025-07-25,2,Western Cape,Individual,24999,23320.7,6.71,46641.4,2025-07,Gaming & Entertainment,false,,Friday,46641.4
955,SKU0026,2025-07-25,1,Gauteng,Individual,2535,2245.04,11.44,2245.04,2025-07,Software & Licensing,false,,Friday,2245.04
956,SKU0016,2025-07-30,2,Free State,Individual,1299,1103.15,15.08,2206.29,2025-07,Accessories & Peripherals,false,,Wednesday,2206.29
957,SKU0007,2025-07-30,1,Free State,Individual,17999,16819.88,6.55,16819.88,2025-07,Computers & Laptops,false,,Wednesday,16819.88
958,SKU0025,2025-07-30,1,Eastern Cape,Individual,2999,2620.27,12.63,2620.27,2025-07,Networking & Storage,false,,Wednesday,2620.27
959,SKU0030,2025-07-30,2,Free State,Individual,12999,10541.89,18.9,21083.78,2025-07,Wearables & Smart Devices,false,,Wednesday,21083.78
960,SKU0030,2025-07-30,1,Gauteng,Individual,12999,11424.46,12.11,11424.46,2025-07,Wearables & Smart Devices,false,,Wednesday,11424.46
961,SKU0030,2025-07-30,1,KwaZulu-Natal,Individual,12999,10573.06,18.66,10573.06,2025-07,Wearables & Smart Devices,false,,Wednesday,10573.06
962,SKU0028,2025-08-04,2,KwaZulu-Natal,Business,34999,26386.2,24.61,52772.39,2025-08,Gaming & Entertainment,false,,Monday,52772.39
963,SKU0006,2025-08-04,2,Western Cape,Individual,22999,19443.42,15.46,38886.83,2025-08,Computers & Laptops,false,,Monday,38886.83
964,SKU0029,2025-08-04,1,Western Cape,Individual,24999,21116.71,15.53,21116.71,2025-08,Gaming & Entertainment,false,,Monday,21116.71
965,SKU0027,2025-08-04,1,KwaZulu-Natal,Business,4087,3181.89,22.15,3181.89,2025-08,Software & Licensing,false,,Monday,3181.89
966,SKU0016,2025-08-04,2,Free State,Individual,1299,1068.92,17.71,2137.83,2025-08,Accessories & Peripherals,false,,Monday,2137.83
967,SKU0015,2025-08-09,3,KwaZulu-Natal,Individual,8999,7412.36,17.63,22237.09,2025-08,Accessories & Peripherals,false,,Saturday,22237.09
968,SKU0026,2025-08-09,1,Eastern Cape,Individual,2535,2181.48,13.95,2181.48,2025-08,Software & Licensing,false,,Saturday,2181.48
969,SKU0030,2025-08-09,2,Gauteng,Business,12999,10175.31,21.72,20350.62,2025-08,Wearables & Smart Devices,false,,Saturday,20350.62
970,SKU0005,2025-08-09,1,Western Cape,Individual,39999,35746.49,10.63,35746.49,2025-08,Computers & Laptops,false,,Saturday,35746.49
971,SKU0024,2025-08-09,1,Free State,Individual,14999,12434.25,17.1,12434.25,2025-08,Networking & Storage,false,,Saturday,12434.25
972,SKU0024,2025-08-09,1,Gauteng,Individual,14999,14958.9,0.27,14958.9,2025-08,Networking & Storage,false,,Saturday,14958.9
973,SKU0026,2025-08-09,1,KwaZulu-Natal,Individual,2535,2206.58,12.96,2206.58,2025-08,Software & Licensing,false,,Saturday,2206.58
974,SKU0009,2025-08-14,1,KwaZulu-Natal,Individual,24999,23052.05,7.79,23052.05,2025-08,Mobile & Smartphones,false,,Thursday,23052.05
975,SKU0002,2025-08-14,2,Western Cape,Individual,24999,22746.7,9.01,45493.39,2025-08,Computers & Laptops,false,,Thursday,45493.39
976,SKU0025,2025-08-14,2,Western Cape,Individual,2999,2739,8.67,5478.01,2025-08,Networking & Storage,false,,Thursday,5478.01
977,SKU0030,2025-08-14,1,Eastern Cape,Individual,12999,10548.57,18.85,10548.57,2025-08,Wearables & Smart Devices,false,,Thursday,10548.57
978,SKU0009,2025-08-19,1,Western Cape,Individual,24999,21352.97,14.58,21352.97,2025-08,Mobile & Smartphones,false,,Tuesday,21352.97
979,SKU0030,2025-08-19,2,Eastern Cape,Individual,12999,12820.36,1.37,25640.72,2025-08,Wearables & Smart Devices,false,,Tuesday,25640.72
980,SKU0026,2025-08-19,1,Eastern Cape,Individual,2535,2299.63,9.28,2299.63,2025-08,Software & Licensing,false,,Tuesday,2299.63
981,SKU0022,2025-08-19,1,Western Cape,Individual,6999,6006.87,14.18,6006.87,2025-08,Displays & Audio Visual,false,,Tuesday,6006.87
982,SKU0015,2025-08-19,1,KwaZulu-Natal,Business,8999,7358.15,18.23,7358.15,2025-08,Accessories & Peripherals,false,,Tuesday,7358.15
983,SKU0006,2025-08-24,1,Gauteng,Individual,22999,22693.28,1.33,22693.28,2025-08,Computers & Laptops,false,,Sunday,22693.28
